ID,ID salarié,Date de début,Type,Distance (m),Date de fin,Commentaire
46,56482,2025-04-23 00:15:29.939641,Natation,1034.0,2025-04-23 02:15:14.939641,Magnifique sortie !
47,56482,2024-07-01 08:26:56.514154,Escalade,,2024-07-01 09:39:49.514154,Très belle performance !
48,56482,2025-05-21 13:02:38.444895,Randonnée,3152.0,2025-05-21 14:35:03.444895,Sortie inspirante !
49,56482,2025-04-13 16:43:50.510769,Course à pied,11808.0,2025-04-13 17:23:50.510769,Bravo pour cet effort !
50,56482,2025-05-11 01:34:28.853433,Course à pied,9054.0,2025-05-11 02:37:49.853433,Très belle performance !
51,56482,2025-04-25 16:46:19.998757,Randonnée,3128.0,2025-04-25 18:39:49.998757,Bravo pour cet effort !
52,56482,2025-01-23 05:49:47.706268,Escalade,,2025-01-23 06:33:55.706268,Très belle performance !
53,56482,2025-02-05 06:00:04.010953,Marche,3725.0,2025-02-05 06:51:17.010953,Bravo pour cet effort !
54,56482,2024-11-09 02:13:26.634667,Vélo,38122.0,2024-11-09 04:10:01.634667,Quelle énergie !
55,56482,2025-01-29 17:26:51.810601,Escalade,,2025-01-29 18:54:40.810601,Très belle performance !
56,21886,2025-03-27 22:37:15.818770,Vélo,33028.0,2025-03-28 00:07:34.818770,Quelle énergie !
57,21886,2025-02-04 03:10:35.115705,Escalade,,2025-02-04 04:00:56.115705,Magnifique sortie !
58,21886,2024-12-24 03:57:36.294822,Natation,581.0,2024-12-24 04:45:00.294822,Bravo pour cet effort !
59,21886,2025-02-27 20:08:51.447124,Vélo,11736.0,2025-02-27 21:12:55.447124,Encore un défi relevé !
60,21886,2024-08-11 20:05:54.109130,Marche,9220.0,2024-08-11 20:57:00.109130,Quelle énergie !
61,21886,2025-02-19 01:07:38.929062,Vélo,48903.0,2025-02-19 02:22:59.929062,Très belle performance !
62,21886,2025-02-11 22:43:17.885545,Course à pied,3634.0,2025-02-12 00:05:30.885545,Bravo pour cet effort !
63,21886,2025-02-19 05:46:37.526973,Randonnée,13813.0,2025-02-19 06:47:41.526973,Bravo pour cet effort !
64,21886,2024-06-22 20:50:56.825908,Randonnée,13510.0,2024-06-22 21:30:24.825908,Très belle performance !
65,21886,2024-06-06 17:36:23.956144,Marche,3462.0,2024-06-06 18:51:35.956144,Bravo pour cet effort !
66,21886,2024-11-12 18:11:07.274152,Course à pied,12774.0,2024-11-12 18:55:55.274152,Encore un défi relevé !
67,21886,2024-09-26 15:46:05.063368,Marche,3557.0,2024-09-26 17:25:54.063368,Quelle énergie !
68,21886,2024-08-10 08:02:46.384886,Escalade,,2024-08-10 09:32:18.384886,Très belle performance !
69,21886,2025-01-29 14:12:47.444327,Escalade,,2025-01-29 15:09:41.444327,Bravo pour cet effort !
70,21886,2025-04-02 17:38:55.128917,Marche,9373.0,2025-04-02 18:51:46.128917,Sortie inspirante !
71,21886,2025-05-02 21:39:43.164675,Randonnée,14423.0,2025-05-02 23:05:28.164675,Magnifique sortie !
72,21886,2024-10-28 08:52:39.585160,Vélo,29847.0,2024-10-28 10:20:03.585160,Sortie inspirante !
73,21886,2025-05-18 22:49:51.659778,Marche,4489.0,2025-05-19 00:00:56.659778,Magnifique sortie !
74,21886,2025-02-19 03:42:24.679171,Natation,1404.0,2025-02-19 05:31:35.679171,Encore un défi relevé !
75,21886,2024-11-29 13:19:59.369635,Escalade,,2024-11-29 14:19:09.369635,Bravo pour cet effort !
76,21886,2025-04-24 04:17:22.895792,Marche,8704.0,2025-04-24 06:13:47.895792,Très belle performance !
77,21886,2025-01-21 08:03:17.476151,Randonnée,3400.0,2025-01-21 09:03:57.476151,Encore un défi relevé !
78,21886,2024-09-04 21:49:27.892771,Marche,6715.0,2024-09-04 22:29:23.892771,Très belle performance !
79,21886,2024-11-06 17:47:11.852940,Escalade,,2024-11-06 19:09:36.852940,Très belle performance !
80,21886,2025-04-10 02:57:31.704830,Course à pied,9965.0,2025-04-10 03:42:04.704830,Sortie inspirante !
81,21886,2024-06-20 08:03:58.844065,Natation,773.0,2024-06-20 08:40:49.844065,Encore un défi relevé !
82,21886,2025-01-04 00:25:31.449639,Escalade,,2025-01-04 02:08:02.449639,Sortie inspirante !
83,21886,2024-10-25 17:38:08.549237,Escalade,,2024-10-25 19:17:03.549237,Très belle performance !
84,21886,2025-03-15 13:58:31.027157,Natation,1567.0,2025-03-15 15:29:57.027157,Encore un défi relevé !
85,21886,2025-04-23 04:46:36.870128,Escalade,,2025-04-23 05:49:15.870128,Magnifique sortie !
86,21886,2025-01-21 19:31:41.998164,Randonnée,4320.0,2025-01-21 20:47:32.998164,Magnifique sortie !
87,81001,2025-05-28 06:01:14.376210,Escalade,,2025-05-28 06:52:05.376210,Bravo pour cet effort !
88,81001,2024-07-26 19:37:07.052027,Marche,8823.0,2024-07-26 21:10:43.052027,Encore un défi relevé !
89,81001,2025-05-20 17:18:33.966044,Marche,2048.0,2025-05-20 17:51:13.966044,Bravo pour cet effort !
90,81001,2024-10-15 04:26:39.454470,Natation,951.0,2024-10-15 05:53:51.454470,Encore un défi relevé !
91,81001,2024-08-12 21:16:22.836164,Vélo,36827.0,2024-08-12 22:23:37.836164,Très belle performance !
92,81001,2025-04-19 12:41:53.531335,Escalade,,2025-04-19 14:07:05.531335,Sortie inspirante !
93,81001,2024-10-18 22:30:40.525315,Marche,7431.0,2024-10-18 23:04:20.525315,Quelle énergie !
94,81001,2024-08-31 02:22:59.528357,Escalade,,2024-08-31 03:51:30.528357,Encore un défi relevé !
95,81001,2024-09-24 21:04:32.273881,Randonnée,8529.0,2024-09-24 22:03:25.273881,Bravo pour cet effort !
96,81001,2024-07-25 09:05:03.902393,Natation,1604.0,2024-07-25 10:09:29.902393,Quelle énergie !
97,81001,2024-12-25 13:30:49.493642,Randonnée,13678.0,2024-12-25 14:31:25.493642,Magnifique sortie !
98,81001,2024-10-30 04:59:57.652934,Vélo,14986.0,2024-10-30 05:32:43.652934,Très belle performance !
99,81001,2024-07-01 22:13:22.294930,Course à pied,6571.0,2024-07-02 00:00:22.294930,Magnifique sortie !
100,81001,2024-08-08 05:40:30.113553,Marche,9902.0,2024-08-08 07:33:24.113553,Quelle énergie !
101,81001,2024-11-14 23:03:34.330339,Marche,9438.0,2024-11-14 23:37:04.330339,Encore un défi relevé !
102,81001,2024-08-08 14:13:48.157165,Escalade,,2024-08-08 15:10:52.157165,Magnifique sortie !
103,81001,2024-06-18 03:10:48.589446,Course à pied,14210.0,2024-06-18 04:21:58.589446,Quelle énergie !
104,81001,2025-03-04 23:33:10.518708,Randonnée,9071.0,2025-03-05 01:15:54.518708,Très belle performance !
105,81001,2024-08-11 06:10:13.721004,Randonnée,4729.0,2024-08-11 06:41:56.721004,Très belle performance !
106,81001,2025-05-20 05:08:11.118146,Natation,1832.0,2025-05-20 05:59:04.118146,Bravo pour cet effort !
107,81001,2025-05-16 04:05:43.083900,Marche,8764.0,2025-05-16 05:49:11.083900,Sortie inspirante !
108,81001,2024-11-05 10:49:20.943642,Randonnée,7569.0,2024-11-05 12:03:20.943642,Magnifique sortie !
109,81001,2024-12-11 22:39:45.215746,Natation,558.0,2024-12-12 00:27:33.215746,Encore un défi relevé !
110,81001,2025-01-02 09:22:54.961911,Randonnée,8813.0,2025-01-02 10:17:43.961911,Bravo pour cet effort !
111,81001,2025-01-04 21:09:08.262855,Randonnée,12106.0,2025-01-04 23:00:31.262855,Magnifique sortie !
112,81001,2025-02-24 02:53:01.773814,Course à pied,14797.0,2025-02-24 03:55:58.773814,Très belle performance !
113,81001,2024-11-22 10:39:14.032232,Natation,535.0,2024-11-22 12:37:25.032232,Quelle énergie !
114,81001,2024-08-20 03:21:21.045114,Randonnée,8016.0,2024-08-20 04:21:36.045114,Bravo pour cet effort !
115,81001,2025-05-16 10:52:02.744607,Natation,1627.0,2025-05-16 12:37:36.744607,Bravo pour cet effort !
116,81001,2024-06-20 10:08:08.850852,Randonnée,7118.0,2024-06-20 11:40:05.850852,Très belle performance !
117,81001,2024-10-02 12:20:12.531172,Vélo,40118.0,2024-10-02 13:33:16.531172,Magnifique sortie !
118,81001,2025-01-06 23:40:13.430252,Escalade,,2025-01-07 01:16:19.430252,Quelle énergie !
119,81001,2025-03-07 18:56:22.583564,Vélo,28650.0,2025-03-07 20:06:48.583564,Très belle performance !
120,81001,2024-08-25 01:58:34.913371,Marche,6533.0,2024-08-25 02:45:50.913371,Très belle performance !
121,81001,2025-03-28 17:34:59.798992,Vélo,11723.0,2025-03-28 19:32:04.798992,Encore un défi relevé !
122,81001,2025-03-30 19:40:57.863127,Natation,1478.0,2025-03-30 21:11:05.863127,Quelle énergie !
123,81001,2024-07-18 07:42:00.190600,Course à pied,11056.0,2024-07-18 09:06:42.190600,Quelle énergie !
124,81001,2024-12-23 09:32:54.791063,Vélo,24912.0,2024-12-23 10:23:16.791063,Sortie inspirante !
125,81001,2024-09-28 12:04:48.842551,Natation,1570.0,2024-09-28 13:57:34.842551,Encore un défi relevé !
126,17757,2025-01-19 09:31:19.227203,Natation,1771.0,2025-01-19 10:41:54.227203,Quelle énergie !
127,17757,2025-01-17 00:04:26.748733,Marche,4167.0,2025-01-17 00:47:58.748733,Quelle énergie !
128,17757,2024-09-29 04:01:53.444978,Vélo,41175.0,2024-09-29 05:04:37.444978,Encore un défi relevé !
129,17757,2025-05-30 09:18:30.013183,Natation,1090.0,2025-05-30 11:09:34.013183,Très belle performance !
130,17757,2025-03-10 02:51:23.551217,Randonnée,7334.0,2025-03-10 04:23:22.551217,Sortie inspirante !
131,17757,2024-09-04 17:01:56.523790,Escalade,,2024-09-04 17:58:56.523790,Magnifique sortie !
132,17757,2024-06-26 04:17:09.193102,Randonnée,5718.0,2024-06-26 05:06:34.193102,Sortie inspirante !
133,17757,2024-11-17 03:11:21.323582,Escalade,,2024-11-17 04:59:03.323582,Bravo pour cet effort !
134,17757,2024-08-03 05:16:36.440319,Escalade,,2024-08-03 06:41:33.440319,Quelle énergie !
135,17757,2024-09-19 17:38:32.175839,Marche,4051.0,2024-09-19 18:13:58.175839,Quelle énergie !
136,17757,2024-11-19 19:44:21.605573,Vélo,6359.0,2024-11-19 21:32:53.605573,Sortie inspirante !
137,17757,2024-07-17 11:13:34.388500,Course à pied,10708.0,2024-07-17 12:07:29.388500,Magnifique sortie !
138,17757,2024-08-30 21:03:23.084491,Marche,5850.0,2024-08-30 22:32:53.084491,Encore un défi relevé !
139,17757,2024-07-06 04:11:51.090374,Randonnée,5634.0,2024-07-06 05:25:41.090374,Très belle performance !
140,17757,2024-08-13 18:03:53.320239,Natation,1431.0,2024-08-13 19:13:14.320239,Quelle énergie !
141,17757,2024-12-19 19:14:23.723361,Randonnée,9622.0,2024-12-19 20:18:50.723361,Quelle énergie !
142,17757,2024-12-29 17:54:45.675236,Escalade,,2024-12-29 19:38:49.675236,Bravo pour cet effort !
143,17757,2024-07-13 06:50:53.922364,Marche,3667.0,2024-07-13 08:28:56.922364,Sortie inspirante !
144,17757,2024-12-13 04:20:49.311167,Vélo,36766.0,2024-12-13 05:30:08.311167,Sortie inspirante !
145,17757,2024-06-07 06:39:12.163036,Vélo,41099.0,2024-06-07 07:30:49.163036,Quelle énergie !
146,17757,2024-09-28 07:37:21.213618,Vélo,12698.0,2024-09-28 08:22:50.213618,Encore un défi relevé !
147,17757,2024-10-18 08:48:16.361238,Escalade,,2024-10-18 09:58:06.361238,Encore un défi relevé !
148,17757,2024-09-26 23:49:51.496569,Vélo,14479.0,2024-09-27 01:22:12.496569,Sortie inspirante !
149,17757,2025-05-20 06:10:58.594131,Escalade,,2025-05-20 06:59:36.594131,Bravo pour cet effort !
150,17757,2024-09-12 18:01:07.994673,Course à pied,14895.0,2024-09-12 19:09:44.994673,Encore un défi relevé !
151,17757,2024-11-21 08:17:39.475056,Vélo,36741.0,2024-11-21 09:48:37.475056,Sortie inspirante !
152,17757,2025-03-31 00:04:29.305541,Natation,1671.0,2025-03-31 01:36:39.305541,Encore un défi relevé !
153,17757,2024-10-11 11:23:12.522163,Vélo,25852.0,2024-10-11 12:49:17.522163,Encore un défi relevé !
154,17757,2024-07-13 21:43:04.425848,Escalade,,2024-07-13 23:42:05.425848,Sortie inspirante !
155,17757,2025-05-22 11:55:18.791722,Randonnée,11617.0,2025-05-22 12:39:00.791722,Quelle énergie !
156,17757,2025-04-03 00:40:48.088019,Escalade,,2025-04-03 01:30:28.088019,Bravo pour cet effort !
157,17757,2025-04-08 03:51:50.269340,Randonnée,13646.0,2025-04-08 05:46:55.269340,Très belle performance !
158,17757,2025-03-14 04:39:08.318852,Marche,9269.0,2025-03-14 06:01:01.318852,Sortie inspirante !
159,17757,2025-04-04 11:40:32.611666,Course à pied,4121.0,2025-04-04 13:34:50.611666,Magnifique sortie !
160,17757,2024-07-04 08:30:40.311444,Escalade,,2024-07-04 09:13:00.311444,Encore un défi relevé !
161,17757,2024-10-07 13:41:09.062296,Vélo,8014.0,2024-10-07 14:52:02.062296,Bravo pour cet effort !
162,17757,2025-03-26 13:58:22.861167,Randonnée,7000.0,2025-03-26 15:19:32.861167,Sortie inspirante !
163,17757,2024-11-07 17:02:05.475224,Escalade,,2024-11-07 17:56:40.475224,Sortie inspirante !
164,17757,2024-12-09 00:56:54.160055,Escalade,,2024-12-09 01:59:46.160055,Très belle performance !
165,17757,2025-03-04 19:09:30.453108,Randonnée,3153.0,2025-03-04 20:42:14.453108,Bravo pour cet effort !
166,17757,2025-05-01 20:04:43.804191,Escalade,,2025-05-01 21:49:20.804191,Sortie inspirante !
167,17757,2024-07-24 16:03:36.681073,Randonnée,10484.0,2024-07-24 18:00:50.681073,Magnifique sortie !
168,17757,2024-09-24 20:46:51.219852,Natation,1235.0,2024-09-24 22:22:49.219852,Sortie inspirante !
169,17036,2024-12-08 17:11:30.857868,Escalade,,2024-12-08 18:21:48.857868,Sortie inspirante !
170,17036,2025-01-16 00:46:15.149077,Escalade,,2025-01-16 01:22:56.149077,Sortie inspirante !
171,17036,2024-06-15 10:14:56.216665,Randonnée,13172.0,2024-06-15 11:14:50.216665,Très belle performance !
172,17036,2024-07-08 10:26:33.812047,Escalade,,2024-07-08 11:15:13.812047,Bravo pour cet effort !
173,17036,2024-12-12 05:18:52.729130,Natation,684.0,2024-12-12 05:53:25.729130,Bravo pour cet effort !
174,17036,2025-01-08 00:02:20.119846,Randonnée,5165.0,2025-01-08 01:29:03.119846,Bravo pour cet effort !
175,17036,2024-06-18 21:10:56.073920,Marche,9487.0,2024-06-18 22:49:26.073920,Bravo pour cet effort !
176,17036,2025-03-25 19:59:52.001119,Escalade,,2025-03-25 21:16:06.001119,Très belle performance !
177,17036,2024-10-20 22:10:57.594943,Escalade,,2024-10-20 23:35:12.594943,Quelle énergie !
178,17036,2024-06-22 12:40:43.289911,Randonnée,9038.0,2024-06-22 14:23:58.289911,Bravo pour cet effort !
179,17036,2024-12-26 16:09:00.072955,Marche,7528.0,2024-12-26 17:31:01.072955,Encore un défi relevé !
180,17036,2025-02-15 16:50:47.381766,Course à pied,12198.0,2025-02-15 18:45:22.381766,Quelle énergie !
181,17036,2024-10-12 13:34:15.972517,Escalade,,2024-10-12 15:07:38.972517,Magnifique sortie !
182,17036,2025-03-21 18:39:51.142300,Course à pied,7986.0,2025-03-21 19:14:55.142300,Sortie inspirante !
183,17036,2024-06-08 08:00:45.760157,Vélo,29314.0,2024-06-08 09:23:48.760157,Sortie inspirante !
184,17036,2025-01-09 14:35:47.301536,Natation,702.0,2025-01-09 16:25:58.301536,Encore un défi relevé !
185,17036,2025-02-26 00:57:17.244733,Marche,5035.0,2025-02-26 02:23:00.244733,Encore un défi relevé !
186,17036,2024-12-26 22:09:56.966148,Natation,1615.0,2024-12-26 23:12:10.966148,Très belle performance !
187,17036,2024-08-04 04:37:50.473333,Randonnée,6109.0,2024-08-04 05:16:06.473333,Encore un défi relevé !
188,17036,2024-10-19 14:25:43.400521,Course à pied,13513.0,2024-10-19 15:24:40.400521,Quelle énergie !
189,17036,2024-11-24 18:15:38.698820,Randonnée,6362.0,2024-11-24 19:18:53.698820,Magnifique sortie !
190,17036,2025-03-27 23:54:26.624815,Marche,8460.0,2025-03-28 00:53:55.624815,Quelle énergie !
191,17036,2024-09-07 17:55:22.669253,Randonnée,7106.0,2024-09-07 18:45:07.669253,Quelle énergie !
192,17036,2025-05-08 02:46:46.691526,Escalade,,2025-05-08 03:20:17.691526,Sortie inspirante !
193,17036,2025-02-09 21:31:12.537630,Randonnée,3858.0,2025-02-09 22:03:21.537630,Sortie inspirante !
194,17036,2024-10-12 15:46:43.657753,Course à pied,10802.0,2024-10-12 16:25:23.657753,Quelle énergie !
195,17036,2024-09-21 10:56:03.624452,Natation,1849.0,2024-09-21 12:34:50.624452,Sortie inspirante !
196,17036,2024-08-19 20:33:28.441868,Randonnée,3996.0,2024-08-19 22:06:00.441868,Encore un défi relevé !
197,17036,2024-11-13 03:55:06.743673,Escalade,,2024-11-13 04:39:50.743673,Bravo pour cet effort !
198,17036,2025-01-22 19:13:48.971733,Marche,7114.0,2025-01-22 20:04:03.971733,Sortie inspirante !
199,17036,2024-09-09 07:20:36.672102,Marche,4415.0,2024-09-09 08:34:59.672102,Sortie inspirante !
200,17036,2024-08-30 04:02:05.958868,Marche,7332.0,2024-08-30 05:30:49.958868,Très belle performance !
201,17036,2025-05-19 12:34:17.606671,Vélo,19974.0,2025-05-19 14:03:00.606671,Encore un défi relevé !
202,90284,2024-06-26 18:36:30.272257,Escalade,,2024-06-26 19:19:28.272257,Bravo pour cet effort !
203,90284,2025-05-13 00:38:55.328070,Vélo,10978.0,2025-05-13 02:13:40.328070,Quelle énergie !
204,90284,2024-11-19 21:30:19.888884,Escalade,,2024-11-19 22:51:11.888884,Sortie inspirante !
205,90284,2024-10-19 15:45:05.762563,Randonnée,13900.0,2024-10-19 16:31:46.762563,Très belle performance !
206,90284,2024-11-18 09:13:59.370736,Course à pied,12837.0,2024-11-18 10:23:15.370736,Sortie inspirante !
207,90284,2025-02-15 20:46:50.800689,Vélo,36600.0,2025-02-15 21:37:57.800689,Bravo pour cet effort !
208,90284,2024-12-07 19:32:03.731798,Marche,3852.0,2024-12-07 20:52:14.731798,Sortie inspirante !
209,90284,2025-04-05 16:54:30.348242,Marche,2215.0,2025-04-05 18:48:16.348242,Très belle performance !
210,90284,2024-11-06 13:12:32.318243,Escalade,,2024-11-06 14:19:02.318243,Bravo pour cet effort !
211,90284,2024-08-04 14:20:51.699732,Randonnée,12278.0,2024-08-04 14:51:41.699732,Quelle énergie !
212,90284,2024-06-16 03:01:45.284037,Vélo,11013.0,2024-06-16 04:58:11.284037,Encore un défi relevé !
213,90284,2024-08-28 03:55:34.278399,Natation,1164.0,2024-08-28 05:12:06.278399,Sortie inspirante !
214,90284,2024-08-23 14:02:37.524643,Marche,8180.0,2024-08-23 14:44:12.524643,Quelle énergie !
215,90284,2024-07-25 12:39:18.217838,Escalade,,2024-07-25 13:20:26.217838,Sortie inspirante !
216,90284,2025-01-27 10:37:21.459030,Natation,1206.0,2025-01-27 12:03:53.459030,Encore un défi relevé !
217,90284,2024-12-12 05:04:00.594961,Course à pied,14111.0,2024-12-12 06:12:40.594961,Très belle performance !
218,90284,2025-02-06 08:26:58.120241,Randonnée,12819.0,2025-02-06 09:03:10.120241,Magnifique sortie !
219,90284,2025-01-30 05:43:19.257177,Randonnée,7742.0,2025-01-30 06:42:09.257177,Quelle énergie !
220,90284,2024-06-12 09:06:07.533391,Natation,1941.0,2024-06-12 10:34:54.533391,Magnifique sortie !
221,90284,2024-10-22 22:38:12.116163,Marche,5252.0,2024-10-23 00:24:29.116163,Encore un défi relevé !
222,90284,2024-12-22 15:08:50.285928,Course à pied,4275.0,2024-12-22 16:41:36.285928,Encore un défi relevé !
223,90284,2025-02-09 21:32:56.228924,Escalade,,2025-02-09 23:30:20.228924,Bravo pour cet effort !
224,90284,2025-02-18 06:30:01.241548,Vélo,28714.0,2025-02-18 08:24:24.241548,Magnifique sortie !
225,90284,2025-04-05 05:09:25.367506,Natation,1135.0,2025-04-05 06:59:49.367506,Très belle performance !
226,90284,2025-01-09 11:21:26.137365,Randonnée,4251.0,2025-01-09 12:21:41.137365,Quelle énergie !
227,90284,2025-03-22 04:44:18.407073,Marche,7958.0,2025-03-22 06:23:55.407073,Magnifique sortie !
228,90284,2024-11-11 16:44:21.952508,Vélo,21775.0,2024-11-11 17:28:23.952508,Magnifique sortie !
229,90284,2025-01-23 14:45:01.408498,Escalade,,2025-01-23 15:25:18.408498,Sortie inspirante !
230,90284,2024-08-09 01:48:16.273929,Natation,1784.0,2024-08-09 03:35:20.273929,Bravo pour cet effort !
231,90284,2024-11-28 17:09:09.994224,Vélo,35731.0,2024-11-28 18:39:11.994224,Bravo pour cet effort !
232,90284,2024-11-23 06:50:26.332218,Marche,4542.0,2024-11-23 07:28:06.332218,Encore un défi relevé !
233,90284,2024-11-27 19:01:52.874057,Course à pied,9041.0,2024-11-27 19:39:38.874057,Sortie inspirante !
234,90284,2025-03-08 21:17:28.514407,Marche,6540.0,2025-03-08 22:56:41.514407,Encore un défi relevé !
235,90284,2025-03-07 14:12:15.478565,Marche,5896.0,2025-03-07 16:11:14.478565,Magnifique sortie !
236,90284,2024-12-23 10:24:43.120631,Course à pied,4695.0,2024-12-23 11:56:13.120631,Très belle performance !
237,90284,2025-04-30 16:05:31.058901,Vélo,33688.0,2025-04-30 16:40:51.058901,Sortie inspirante !
238,90284,2024-07-13 07:33:46.074571,Vélo,23539.0,2024-07-13 08:53:27.074571,Très belle performance !
239,90284,2025-01-15 07:45:33.302989,Marche,2539.0,2025-01-15 08:22:41.302989,Quelle énergie !
240,90284,2024-09-05 07:54:41.291817,Marche,8976.0,2024-09-05 09:17:27.291817,Sortie inspirante !
241,90284,2024-07-14 07:32:10.666843,Vélo,43190.0,2024-07-14 08:47:40.666843,Bravo pour cet effort !
242,90284,2024-08-04 21:24:23.594347,Escalade,,2024-08-04 22:47:53.594347,Bravo pour cet effort !
243,83440,2024-10-19 12:09:38.448705,Natation,1903.0,2024-10-19 14:07:29.448705,Sortie inspirante !
244,83440,2024-11-25 20:53:59.092045,Course à pied,13984.0,2024-11-25 22:52:11.092045,Bravo pour cet effort !
245,83440,2025-04-26 07:15:29.522647,Randonnée,10967.0,2025-04-26 08:10:05.522647,Magnifique sortie !
246,83440,2025-02-17 00:19:37.883810,Vélo,11628.0,2025-02-17 01:00:09.883810,Très belle performance !
247,83440,2024-12-31 03:35:15.947623,Marche,3073.0,2024-12-31 04:10:24.947623,Encore un défi relevé !
248,83440,2024-10-27 17:38:14.417152,Vélo,45942.0,2024-10-27 18:30:23.417152,Quelle énergie !
